210,	54,33
211,	96,131
212,	85,111
213,	114,78
214,	53,134
215,	95,100
216,	112,75
217,	119,85
218,	112,90
219,	34,111
220,	31,44
221,	120,60
222,	25,29
223,	27,36
224,	22,94
225,	111,93
226,	85,95
227,	73,99
228,	66,31
229,	88,37
230,	15,51
231,	14,54
232,	26,58
233,	135,98
234,	77,126
235,	112,84
236,	42,94
237,	104,41
238,	
239,	96,62
240,	46,21
241,	89,86
242,	115,33
243,	85,47
244,	109,86
245,	108,64
246,	
247,	90,124
248,	52,23
249,	130,75
250,	47,33
251,	43,119
252,	108,33
253,	106,48
254,	94,42
255,	128,125
256,	33,94
257,	58,33
258,	109,25
259,	97,57
260,	71,38
261,	
262,	89,29
263,	93,32
264,	92,22
265,	
266,	75,115
267,	116,113
268,	96,39
269,	35,94
270,	
271,	27,28
272,	67,24
273,	72,117
274,	125,37
275,	102,36
276,	33,91
277,	102,48
278,	51,116
279,	95,106
280,	
281,	52,113
282,	42,55
283,	112,35
284,	26,55
285,	
286,	118,111
287,	48,113
288,	47,54
289,	34,40
290,	42,109
291,	127,123
292,	127,132
293,	120,82
294,	40,96
295,	117,47
296,	48,27
297,	125,75
298,	
299,	
300,	89,98
301,	91,34
302,	40,30
303,	28,64
304,	81,39
305,	30,44
306,	
307,	68,28
308,	24,113
309,	27,30
310,	49,45
311,	112,125
312,	100,31
313,	53,38
314,	68,26
315,	48,108
316,	104,132
317,	105,114
318,	105,35
319,	
320,	96,94
321,	100,27
322,	77,102
323,	110,98
324,	80,33
325,	110,106
326,	127,86
327,	126,64
328,	
329,	44,30
330,	114,119
331,	55,48
332,	47,48
333,	
334,	93,41
335,	113,106
336,	35,41
337,	53,39
338,	67,26
339,	104,47
340,	33,35
341,	83,85
342,	29,38
343,	114,62
344,	70,22
345,	47,43
346,	35,122
347,	40,70
348,	126,87
349,	101,46
350,	32,28
351,	120,103
352,	
353,	119,40
354,	30,47
355,	
356,	125,58
357,	99,78
358,	87,20
359,	50,28
360,	139,38
361,	140,50
362,	118,61
363,	96,100
364,	99,51
365,	69,123
366,	122,28
367,	115,69
368,	72,31
369,	41,90
370,	22,20
371,	18,46
372,	91,36
373,	110,106
374,	98,29
375,	21,53
376,	26,39
377,	79,123
378,	37,37
379,	
380,	115,88
381,	35,53
382,	111,111
383,	77,47
384,	77,99
385,	119,124
386,	113,41
387,	95,32
388,	108,43
389,	102,48
390,	100,48
391,	62,24
392,	21,103
393,	
394,	108,82
395,	94,89
396,	115,99
397,	
398,	62,25
399,	116,102
400,	
401,	104,42
402,	110,63
403,	125,121
404,	128,89
405,	30,80
406,	67,107
407,	
408,	37,35
409,	134,108
410,	29,111
411,	
412,	
413,	73,109
414,	104,69
415,	20,32
416,	41,76
417,	78,43
418,	76,10
419,	
420,	68,119
421,	51,94
422,	48,29
423,	76,36
424,	129,123
425,	100,123
426,	55,116
427,	32,57
428,	104,121
429,	119,119
430,	102,120
431,	58,97
432,	41,83
433,	95,117
434,	40,44
435,	73,103
436,	
437,	115,81
438,	54,47
439,	82,125
440,	108,92
441,	40,58
442,	
443,	29,20
444,	
445,	85,38
446,	112,134
447,	124,59
448,	123,32
449,	112,97
450,	78,115
451,	76,101
452,	39,88
453,	95,34
454,	24,27
455,	34,99
456,	54,94
457,	28,37
458,	32,29
459,	31,71
460,	77,119
461,	125,23
462,	112,101
463,	69,130
464,	66,41
465,	139,98
466,	43,69
467,	
468,	42,100
469,	48,24
470,	76,30
471,	
472,	
473,	44,46
474,	121,76
475,	66,35
476,	33,73
477,	97,113
478,	46,93
479,	86,139
480,	
481,	47,98
482,	108,89
483,	52,105
484,	116,92
485,	81,136
486,	103,38
487,	110,97
488,	87,15
489,	97,96
490,	
491,	101,79
492,	84,112
493,	50,43
494,	80,106
495,	64,21
496,	52,34
497,	45,77
498,	111,118
499,	
500,	73,14
501,	132,18
502,	82,41
503,	29,67
504,	31,46
505,	55,107
506,	59,107
507,	116,32
508,	39,88
509,	103,73
510,	38,24
511,	68,118
512,	41,40
513,	41,39
514,	37,82
515,	
516,	39,88
517,	116,90
518,	
519,	116,80
520,	84,114
521,	67,110
522,	30,92
523,	31,130
524,	125,67
525,	95,28
526,	90,41
527,	76,99
528,	
529,	76,103
530,	22,81
531,	25,79
532,	96,91
533,	42,64
534,	34,68
535,	
536,	94,121
537,	39,34
538,	87,41
539,	122,19
540,	111,35
541,	104,129
542,	30,27
543,	31,23
544,	97,112
545,	120,42
546,	101,51
547,	
548,	122,24
549,	29,75
550,	84,90
551,	62,96
552,	96,99
553,	132,44
554,	58,131
555,	111,83
556,	90,126
557,	83,111
558,	33,89
559,	120,90
560,	53,105
561,	92,21
562,	29,30
563,	
564,	36,20
565,	82,27
566,	90,31
567,	
568,	26,123
569,	59,89
570,	72,29
571,	35,67
572,	121,52
573,	34,84
574,	28,25
575,	25,58
576,	79,23
577,	31,118
578,	38,64		#!!!!!!!!
579,	102,83
580,	114,50
581,	86,28
582,	115,54
583,	17,118
584,	51,44
585,	23,64
586,	37,49
587,	121,63
588,	139,107
589,	38,99
590,	102,136
591,	101,37
592,	102,117
593,	33,57
594,	117,139
595,	55,49
596,	140,107
597,	123,87
598,	80,10
599,	35,89
600,	83,31
601,	102,38
602,	75,22
603,	21,86
604,	59,134
605,	142,42
606,	40,9
607,	65,9
608,	130,57
609,	129,92
610,	78,33
611,	101,9
612,	59,134
613,	18,103
614,	51,21
615,	115,99
616,	42,48
617,	100,95
618,	26,44
619,	28,70
620,	87,95
621,	43,105
622,	93,97
623,	49,130
624,	
625,	16,41
626,	48,121
627,	10,86
628,	55,20
629,	141,113
630,	118,81
631,	29,34
632,	14,100
633,	43,110
634,	103,85
635,	
636,	110,64
637,	46,84
638,	126,104
639,	130,50
640,	71,106
641,	111,85
642,	128,103
643,	63,12
644,	82,3
645,	7,51
646,	38,106
647,	108,14
648,	54,22
649,	11,114
650,	121,80
651,	73,36
652,	127,133
653,	
654,	41,91
655,	27,69
656,	82,29
657,	99,123
658,	84,25
659,	103,74
660,	65,12
661,	32,101
662,	116,84
663,	15,52
664,	137,112
665,	65,132
666,	124,75
667,	130,70
668,	117,63
669,	122,63
670,	42,89
671,	32,101
672,	58,22
673,	112,127
674,	28,64
675,	60,34
676,	123,75
677,	7,113
678,	86,30
679,	17,47
680,	104,102
681,	104,34
682,	126,57
683,	93,108
684,	32,41
685,	62,18
686,	9,35
687,	40,31
688,	117,24
689,	41,17
690,	58,38
691,	94,108
692,	71,127
693,	56,107
694,	72,31
695,	39,92
696,	34,39
697,	47,103
698,	37,59
699,	16,131
700,	67,27
701,	95,130
702,	
703,	124,100
704,	74,18
705,	34,71
706,	85,103
707,	46,94
708,	36,58
709,	48,103
710,	8,29
711,	56,35
712,	128,49
713,	95,32
714,	50,134
715,	13,142
716,	43,93
717,	120,117
718,	57,109
719,	
720,	131,52
721,	49,55
722,	120,118
723,	48,39
724,	121,60
725,	17,51
726,	66,110
727,	75,11
728,	101,40
729,	105,62
730,	118,52
731,	98,129
732,	34,96
733,	52,100
734,	148,63
735,	115,76
736,	53,110
737,	25,27
738,	37,99
739,	19,89
740,	61,116
741,	35,115
742,	121,23
743,	33,113
744,	89,44
745,	35,105
746,	96,97
747,	48,42
748,	25,75
749,	37,79
750,	66,106
751,	19,71
752,	140,115
753,	105,108
754,	81,27
755,	118,39
756,	141,51
757,	42,26
758,	61,125
759,	92,94
760,	11,99
761,	57,97
762,	11,33
763,	106,70
764,	80,20
765,	85,119
766,	115,105
767,	120,56
768,	27,134
769,	24,101
770,	137,102
771,	28,36
772,	103,23
773,	20,31
774,	8,38
775,	126,33
776,	64,34
777,	64,30
778,	45,19
779,	124,115
780,	22,18
781,	39,108
782,	139,34
783,	78,126
784,	70,128
785,	37,33
786,	124,116
787,	131,51
788,	133,54
789,	19,92
790,	113,125
791,	103,100
792,	79,40
793,	89,127
794,	69,30
795,	45,82
796,	132,56
797,	29,97
798,	66,6
799,	24,92
800,	47,45
801,	16,97
802,	24,105
803,	31,117
804,	25,77
805,	31,55
806,	91,13
807,	37,133
808,	101,106
809,	7,21
810,	127,134
811,	113,26
812,	19,78
813,	73,22
814,	57,38
815,	31,140
816,	116,25
817,	14,36
818,	82,123
819,	127,91
820,	50,118
821,	105,37
822,	133,57
823,	60,130
824,	39,27
825,	15,36
826,	54,100
827,	42,15
828,	47,35
829,	129,43
830,	11,12
831,	128,97
832,	92,94
833,	60,33
834,	80,30
835,	41,15
836,	121,43
837,	76,111
838,	130,43
839,	82,107
840,	81,20
841,	51,14
842,	112,92
843,	96,31
844,	80,122
845,	34,132
846,	95,100
847,	58,29
848,	18,105
849,	84,118
850,	40,92
851,	100,19
852,	21,42
853,	75,122
854,	13,108
855,	102,133
856,	38,112
857,	109,25
858,	24,59
859,	23,97
860,	104,36
861,	97,23
862,	49,130
863,	114,29
864,	32,61
865,	87,112
866,	92,124
867,	
868,	90,101
869,	17,60
870,	107,134
871,	31,109
872,	30,116
873,	62,39
874,	112,103
875,	46,112
876,	49,26
877,	98,40
878,	44,125
879,	103,42
880,	127,103
881,	33,108
882,	44,14
883,	25,109
884,	107,16
885,	13,124
886,	
887,	96,106
888,	64,108
889,	61,117
890,	112,118
891,	123,82
892,	47,97
893,	132,78
894,	50,18
895,	21,82
896,	131,14
897,	20,56
